Using field units, Initial reservoir pressure [psi]: ,0,,,,,,,,
,Well_1A,Well_10A,Well_11A,Well_3A,Well_5A,Well_6A,Well_7A,Well_9A,Well_2A,Well_4A
Time,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP,BHP
hours,psi,psi,psi,psi,psi,psi,psi,psi,psi,psi
583.4722105,3133.355745,2218.850155,1829.580811,2503.522001,2113.367296,1997.992511,2032.076354,,1489.188674,2494.293133
583.5601016,3132.953645,2218.905561,1829.604964,2504.152022,2113.54999,1998.302305,2032.66323,1917.659796,1489.110559,2494.205242
583.6498618,,2218.758258,1829.266997,2504.459649,2113.512711,1998.770551,2032.159889,,1489.181971,2494.115482
583.7368065,3133.310754,2218.771728,1830.155414,,2113.549196,,2032.28954,1917.907366,1489.255824,2494.028537
583.8249198,,,1829.858347,2505.296887,2113.331525,1998.993744,2032.693153,,1489.274721,2493.940424
583.9105749,3133.91575,,1830.292922,2505.467365,2113.504692,1998.91162,2032.94361,1918.259379,1489.242348,2493.854768
583.9990355,3133.250942,,1830.002542,2505.26202,2114.125608,1999.099047,2032.665598,1918.051059,1489.330405,2493.766308
584.0776012,,2218.58557,1830.011888,2505.314395,2113.788956,,,1918.28037,1489.356983,2493.687742
584.1559281,3133.422981,2218.852638,1829.81543,2505.161868,2114.434271,1999.030341,2032.922165,1918.225174,1489.332119,2493.609415
584.2320389,3133.610486,2218.758828,,2505.48632,2114.20348,1999.265772,,1918.185821,1489.336831,2493.533304
584.3163586,3133.826522,,1830.027506,2504.925986,2114.493475,1999.213876,2032.358282,1918.22894,1489.375007,2493.448985
584.4000207,3133.53635,2218.870245,1829.909859,2505.18526,2114.642677,1999.43614,2032.928546,1918.574341,1489.391943,2493.365323
584.4774952,3133.852397,2218.73738,,2505.271977,,,,1918.647859,1489.458897,2493.287848
584.4777753,,,,,2114.958368,1999.778653,,,,2493.287568
584.5608461,3134.102176,2219.256617,1830.176706,2505.564953,,,,1918.450043,1489.473222,2493.204497
584.561105,,,,,2114.778418,2000.030422,2033.142736,,,2493.204238
584.6428943,,2219.156155,1829.967531,2505.664289,2114.961484,1999.979874,,1918.525734,1489.581608,2493.122449
584.7337953,3134.266741,2218.64152,1830.167214,2505.534815,,,2032.941907,1919.124199,1489.510555,2493.031548
584.8197945,,2218.869186,,2506.15169,2114.670415,2000.254181,2033.523851,,1489.646046,2492.945549
584.9038693,3134.00875,2219.323635,1830.642242,2505.972415,2114.689681,2000.100047,2032.994725,1919.284478,1489.660843,2492.861474
584.9894445,3134.210196,2218.736772,1831.024527,2506.854296,2115.063575,2000.726614,,1919.487183,1489.64043,2492.775899
585.0761576,3134.160144,,1830.668543,2506.903042,2115.356237,2000.445575,2033.113946,,1489.633354,2492.689186
585.1618111,3134.413842,2219.21747,,2507.059804,2115.540843,2000.767113,,1919.011172,1489.681591,2492.603532
585.2425496,,,1830.886335,2507.433915,2115.359758,2000.709883,2033.568064,,1489.663277,2492.522794
585.3177338,3134.015762,,1830.496209,2507.682958,2115.737855,2001.108455,2033.235341,1919.485376,1489.687976,2492.44761
585.4087727,3134.172634,2218.734597,1831.100499,2509.241442,2116.20532,2001.31521,2032.9958,1919.765658,1489.741359,2492.356571
585.4934977,3134.663994,2219.061712,1831.004009,2511.185771,2115.878136,2001.485786,2033.732208,1919.531134,1489.828977,2492.271846
585.5796054,3134.412211,2218.965066,1830.295158,2512.902788,2115.744859,,,1919.786349,1489.840081,2492.185738
585.6565967,3134.561499,2218.966933,1830.917933,2512.74496,2116.078209,2001.725284,,1919.606029,1489.925282,2492.108747
585.740969,3134.756117,2219.18556,1831.078691,2512.597815,2115.789619,2001.621358,,,1489.842437,2492.024374
585.821049,3134.923571,2218.651538,1831.117087,,2115.950222,2002.011827,2033.876895,,1489.92382,2491.944294
585.9005802,3134.479035,,,2512.192193,2116.066766,2001.806451,2033.492944,,1489.898081,2491.864763
585.9008714,,2218.795579,1831.08504,,,,,1920.026185,,2491.864472
585.9780353,3135.0315,,1831.770465,2511.121468,2115.85217,,2033.52057,1920.035393,1489.913014,2491.787308
586.0667728,3134.91002,,,2494.307157,2115.579932,2002.203699,2033.418017,,1489.923622,2491.698571
586.0670278,,2219.093515,1832.136851,,,,,1920.216006,,2491.698316
586.1567968,,2219.545234,1832.415629,,,,,1920.420771,,2491.608547
586.1570792,3135.056758,,,2454.537736,2115.744844,,2034.000313,,1490.074572,2491.608264
586.247139,,,,2444.950692,,,,,1490.0487,2491.518204
586.2473954,,2219.411815,1833.671813,,2115.951383,2002.553958,2034.000893,,,2491.517948
586.3301675,,,1834.783247,2418.518164,2116.056804,2002.820208,,1920.271655,1489.970245,2491.435176
586.4160384,3135.178049,2219.266798,1835.142805,2401.038139,,2003.104817,,1920.381443,1490.078333,2491.349305
586.4952171,3135.620206,,,2407.781961,2116.725589,,2034.378247,,1490.096692,2491.270126
586.5785818,3135.878011,2219.099287,1835.587994,2388.219995,2116.57545,2003.352094,2034.132452,1920.534733,1490.132367,2491.186762
586.6654236,,2219.48492,1836.398761,2387.784053,2116.8001,2002.754926,,1920.893539,1490.099316,2491.09992
586.7424625,3135.380452,2219.02715,1836.514416,2406.365306,2117.105158,2003.13772,2034.153604,,1490.109416,2491.022881
586.8189728,3135.518639,2219.839792,1836.565367,2412.07128,,2003.566989,2034.618348,1921.04151,1490.23755,2490.946371
586.9095554,3136.127574,2219.592516,1829.921944,2405.860714,2117.178387,2003.220722,2034.487309,1920.648795,1490.210898,2490.855788
586.9997854,3135.662267,2219.448489,1806.529012,2404.03936,2117.010931,2003.760206,,1920.758903,1490.26193,2490.765558
587.0820697,3136.617594,,1789.079294,2409.758093,2117.191904,,2034.497307,1920.945603,1490.261163,2490.683274
587.1630398,3135.523512,2219.128074,1829.077092,2408.654186,2116.83406,2003.50329,2034.617946,1920.964518,1490.307858,2490.602304
587.2436089,3135.945404,2219.39057,1848.694683,2401.839213,2117.185442,2004.154118,2034.842848,1920.696861,1490.285198,2490.521734
587.3272512,,2219.614512,1862.167638,,2117.003769,2004.400444,,1920.963607,,2490.438092
587.3275498,3136.234477,,,2375.897261,,,,,1490.196817,2490.437794
587.4025193,3136.377898,2219.368576,1872.182401,2341.46281,2117.249655,,2034.889915,1920.958715,1490.277317,2490.362824
587.4886241,3135.937485,2219.204334,1876.90977,2345.901363,2117.426198,2004.793494,2034.495238,1921.094213,1490.340753,2490.276719
587.5646046,3136.652438,,,2369.021112,,,,,1490.307282,2490.200739
587.564859,,2218.873078,1879.683886,,,2005.017416,,,,2490.200484
587.6546927,3136.445867,2219.672616,1842.863041,2366.955785,2117.30363,2005.109249,2034.778968,1920.972889,1490.38705,2490.110651
587.7322077,,,,,2117.553385,2005.027759,2034.877936,,,2490.033136
587.7324683,,2219.285227,1819.565104,2370.958581,,,,1921.382957,1490.393875,2490.032875
587.8079954,,,,,2117.302451,2005.269072,2035.06064,,,2489.957348
587.8082767,3136.610592,,1827.298874,2382.135577,,,,1921.666936,1490.309675,2489.957067
587.884589,3136.836194,,1862.690599,2374.17729,2117.476826,2005.469081,2035.185474,1921.837597,1490.422588,2489.880754
587.9674341,3136.906766,2219.649355,1878.675106,2365.895529,2117.268811,2005.379206,,1921.746163,1490.354626,2489.797909
588.0440091,3136.532709,2219.303248,1884.169067,2366.434084,2117.96156,2005.597461,2035.502928,1921.591735,1490.392053,2489.721334
588.1310221,3136.738342,2219.691353,1885.490667,2358.635071,2118.024907,2005.223383,2035.368191,1921.999417,1490.430427,2489.634321
588.2128158,3136.472066,2219.165041,1892.404712,2347.24394,2117.877659,2005.407704,,1921.706507,1490.383586,2489.552528
588.296872,3136.72657,,,2341.867199,2118.178904,2005.982223,2035.787936,,1490.382536,2489.468471
588.297751,,2218.989286,1889.765824,,,,,1921.80926,,2489.467592
588.3779568,3136.491943,2219.265937,1872.295989,2334.301877,2118.32261,2005.608425,2035.279759,1922.126348,1490.354399,2489.387387
588.4693727,3137.076669,2219.839139,1860.381381,2332.527478,2118.204645,2005.945415,2035.376731,1921.503142,1490.427185,2489.295971
588.5495131,,2219.594439,1834.493932,2324.836608,2118.470873,2005.980462,,1922.150473,1490.484661,2489.21583
588.6304539,3137.305103,2219.079914,1814.421773,2317.100209,2118.374114,,2036.150809,1922.041129,1490.387337,2489.134889
588.7191843,,2219.346013,1853.212563,2310.1111,,,,1922.282142,1490.428593,2489.046159
588.796465,,2219.515905,1870.885771,2304.16968,2118.927162,2006.530836,2035.969563,1921.88573,1490.480625,2488.968878
588.8870119,,2219.612485,1875.861707,2301.913249,2118.353934,2006.405063,2036.010757,1922.184772,1490.415913,2488.878331
588.977076,3137.418281,2218.945176,1877.780445,2299.899111,2118.784144,2006.875591,2035.918489,,1490.410807,2488.788267
589.0553868,,2219.362271,1886.767619,2297.939184,2118.581695,2006.999382,2036.007415,1922.17808,1490.398742,2488.709957
589.1457597,3137.383493,2219.691808,1875.238366,2293.092859,2118.741515,2006.781901,2036.149379,1922.424345,1490.413303,2488.619584
589.2243532,3137.537988,,1816.508063,2287.343339,2118.856647,2007.155735,2036.280813,1922.95735,1490.433555,2488.54099
589.3048356,3137.425031,,,2284.34243,,,,,1490.455567,2488.460508
589.3051182,,2219.480384,1791.066,,2118.693337,2007.009,,1922.846249,,2488.460225
589.3929819,3137.614663,2219.671722,1847.999136,2281.719043,2118.893057,2007.196492,2036.202014,1923.064608,1490.387649,2488.372361
589.4683959,3137.360819,2219.276877,1872.576884,2280.296664,,2007.430841,2036.389478,1922.726913,1490.402218,2488.296947
589.5568927,3137.531361,2219.718443,1881.968195,2276.920644,2119.275621,,,1922.51469,1490.426891,2488.208451
589.6428651,3137.460234,2219.144911,1887.749066,2273.732808,2119.35303,2007.49352,2036.706985,1922.786711,1490.467706,2488.122478
589.7205925,3137.779222,,1892.336702,2270.760968,2119.236207,2007.797862,,1922.746152,1490.390715,2488.044751
589.7961714,3137.628202,2219.432471,1891.218059,2268.795862,2119.807479,2007.659669,2036.323414,1923.387764,1490.469463,2487.969172
589.8780389,3138.3162,2219.801619,1871.884739,2266.5926,2119.328641,2008.513883,2036.474495,1922.834706,1490.407189,2487.887304
589.962275,3138.043031,2218.866135,1821.357611,2263.862023,2119.523615,2008.586245,,1922.652669,1490.430213,2487.803068
590.0501245,3138.43934,2219.258437,1808.981247,2260.761232,2119.664696,2008.802198,2036.472827,1923.528529,1490.444494,2487.715219
590.1332531,3138.195784,2219.024012,1862.367377,2257.45616,2119.851124,2008.890465,,1922.875023,1490.472206,2487.63209
590.2160602,3138.333575,,1888.983513,2255.680021,2119.885046,2008.904346,2036.724765,1923.368838,1490.394612,2487.549283
590.3023033,3138.621355,2219.179835,1905.816689,2252.894785,,2008.654547,2036.579306,1923.773354,1490.384055,2487.46304
590.3912996,,2219.710536,1911.531164,2249.417032,,2008.832302,2036.502028,1923.530065,1490.369968,2487.374044
590.4773095,,2219.085045,1915.284216,2246.922979,2120.471184,2009.128013,2036.523794,1923.472109,1490.442235,2487.288034
590.5595409,,2219.2138,1917.43888,2244.744017,2120.501615,2008.943187,2036.952936,1923.527964,1490.382232,2487.205802
590.6359537,,,1845.681126,2242.776736,2120.46471,2009.116636,2036.743235,1923.528507,1490.388,2487.12939
590.7182989,,,1795.885914,2240.163538,,,,1923.73582,1490.365304,2487.047044
590.7185984,,,,,,2009.621741,,,,2487.046745
590.8059037,,,1854.118204,2237.56047,2120.880686,,2037.101024,1923.422486,1490.392005,2486.95944
590.8882638,,,1906.980918,,2120.774614,2010.058097,2037.354049,1923.676886,,2486.87708
590.8885637,3138.658098,,,2234.265059,,,,,1490.430187,2486.87678
590.9661109,3138.679645,2219.39041,1929.494235,2231.521112,2120.988485,2009.927917,,1924.17255,1490.413683,2486.799232
591.0436636,,2219.086478,1928.63218,,,,,1923.551309,,2486.72168
591.043943,,,,2228.728584,2120.669089,2010.045456,2037.102043,,1490.409865,2486.7214
591.1344413,3138.426336,,1850.962764,2226.715066,2121.000616,,2037.32709,1923.986024,1490.447752,2486.630902
591.2194786,3138.837632,2219.248633,1853.250242,2224.224254,,2010.3832,2037.235681,1924.290854,1490.442602,2486.545865
591.2967087,,2218.854507,1855.515309,2222.242442,2121.252419,2010.874757,2036.96046,1923.953551,1490.441849,2486.468635
591.3732943,3138.879613,2219.096349,1869.674259,2220.362341,2120.782964,2011.091166,2037.317423,1924.402734,1490.41734,2486.392049
591.4613651,3139.024141,2218.76776,1842.217223,2217.721495,2120.86487,2010.650798,2036.99714,1924.537111,1490.440208,2486.303978
591.5459993,3139.590233,2219.12405,1858.166955,2216.12931,2121.25737,2011.123752,2037.470997,1924.35121,1490.413611,2486.219344
591.6256981,3140.0102,2219.327657,1830.965284,2214.295461,2121.180785,2010.785791,2037.097226,,1490.429934,2486.139645
591.7173305,3140.063977,2218.908934,1838.788086,2212.660905,2121.236176,2010.952291,2037.414117,,1490.375122,2486.048013
591.7926403,,2218.899185,1832.941397,2211.126901,,,,1924.494678,1490.474716,2485.972703
591.7929017,,,,,2121.057667,2011.360086,2037.557957,,,2485.972442
591.878566,,2218.463568,1833.192627,2209.035064,2121.496848,2010.388145,2037.843101,1924.403253,1490.414558,2485.886777
591.9569951,3140.256895,2218.80806,1825.496037,2208.186767,2120.868555,2011.207124,,1924.259082,1490.396907,2485.808348
592.0426443,3140.438003,,1819.995945,2206.085554,2120.974535,2011.282839,2037.194557,1924.561718,1490.429854,2485.722699
592.1230392,3140.355821,,,2204.381591,2121.181762,2011.5933,2037.593476,,1490.399579,2485.642304
592.1233232,,,1822.515647,,,,,,,2485.64202
592.2079607,,2218.576145,1818.487027,2202.723508,2121.758347,2011.455777,2037.807466,1924.769226,1490.391058,2485.557383
592.2976486,3140.44636,2219.432451,1809.970089,2200.838932,2121.560488,2011.488565,2037.990273,,1490.36591,2485.467695
592.3849853,3141.051871,2218.653,1805.992682,2199.201722,2121.421273,2011.778339,,1924.823023,1490.370069,2485.380358
592.4607727,3141.485849,,,2198.096904,,,,,1490.452248,2485.304571
592.4610456,,2218.896955,1800.673951,,2121.556783,2012.263483,2038.159695,1924.481618,,2485.304298
592.5410393,3140.818453,,,2196.390036,2121.686545,2012.088938,2037.992699,,1490.47658,2485.224304
592.5413357,,2218.459852,1800.488185,,,,,1924.770641,,2485.224008
592.626571,3141.567543,2218.66349,1800.81937,2195.093119,2121.576466,,2038.193224,1923.974898,1490.395331,2485.138772
592.717488,3141.351623,2218.736719,1794.690187,2193.754288,2121.428157,2012.397351,2038.478601,1924.739578,1490.458739,2485.047855
592.8018696,3141.627137,2218.274863,1790.089999,2192.320156,2121.977908,,2038.301131,1924.586939,1490.445181,2484.963474
592.880909,3142.093121,2218.501695,1787.487067,2190.806298,2121.773361,2012.597018,2038.539336,1925.205646,1490.469146,2484.884434
592.9642002,3141.549357,2218.844633,1782.499047,2188.716465,2121.881173,,2038.688164,1924.694903,1490.434213,2484.801143
593.0473949,3141.88729,2218.431053,1780.319006,2188.089817,2121.794511,2012.377123,2038.464054,1925.316792,1490.382878,2484.717948
593.1291928,3141.920333,2217.955253,1776.569385,2186.20111,2122.033418,2012.93009,2038.60992,,1490.400793,2484.636151
593.2068656,,2217.550938,1773.467602,2185.542228,,2013.179585,2038.671649,1925.244608,1490.470958,2484.558478
593.2892134,3142.510302,2217.955706,1768.808013,2183.365565,2122.189047,2013.16048,2038.946444,,1490.380002,2484.47613
593.3767437,3142.392833,,1765.06737,2182.387918,2122.189693,2013.790912,2038.512262,1925.526158,1490.431129,2484.3886
593.4554695,3142.191417,,1762.533429,2182.029049,2122.294383,2013.622754,2038.680181,1925.461525,1490.418291,2484.309874
593.5380402,3142.193705,2217.760015,1758.085988,2181.264633,2122.552575,2014.03048,2038.771406,1925.496298,1490.451719,2484.227303
593.6221264,3142.347727,2217.454053,1755.501387,2179.156815,,2013.840798,2039.046978,1925.673075,1490.482756,2484.143217
593.7126594,3143.29141,2217.43229,1751.609733,2177.267919,2122.933266,2013.939273,2038.978918,1925.441224,1490.492195,2484.052684
593.7885182,,,1749.067768,,2122.606076,2013.865822,2039.134392,,,2483.976825
593.7887747,3142.956178,,,2177.338092,,,,,1490.437871,2483.976569
593.8770587,3143.334243,,,2175.731582,2123.001184,2014.513389,2039.355359,,1490.469929,2483.888285
593.877332,,2216.976376,1744.928393,,,,,1925.706687,,2483.888011
593.9632591,,,,,2122.779815,2014.599031,2038.791126,,,2483.802084
593.9635197,3143.499817,2216.884822,1741.069998,2176.857103,,,,,1490.396085,2483.801824
594.0529051,3143.093321,,,2174.56598,,,,,1490.482261,2483.712438
594.0531568,,2216.649913,1739.378056,,2123.011318,2014.416751,2039.207512,,,2483.712187
594.1435944,3143.793425,2217.15603,1736.168058,2172.526604,2123.100253,2014.767441,2039.417097,1925.975153,1490.472734,2483.621749
594.2188848,3143.701009,2216.803331,1733.507215,2173.448622,2122.862219,2014.995835,2039.254582,1925.536941,1490.421675,2483.546459
594.3064219,3143.284864,2216.982649,1731.73746,2172.068303,2122.761172,2014.685927,2039.372067,1925.770915,1490.446632,2483.458921
594.3924726,3143.765841,2216.381149,1728.076269,2172.664906,2123.160769,2015.185564,2039.81162,1925.943444,1490.399686,2483.372871
594.4774292,,2216.355531,1726.334468,2169.790305,2123.602145,2015.495056,2039.621172,1925.747141,1490.4235,2483.287914
594.5576169,3144.414185,2216.082741,1723.415589,2173.948053,2123.239077,,,1925.752824,1490.426334,2483.207726
594.6420609,3144.389914,2216.266377,1720.510175,2165.131049,2123.185501,2015.121304,,1925.831159,1490.50704,2483.123282
594.7239395,3144.327834,,1719.146706,2168.088352,2123.335718,2015.498284,2039.545622,1926.465648,1490.453611,2483.041404
594.8015233,3144.319257,2216.037404,1715.350826,2163.762372,,2015.30377,2039.907047,1926.08463,1490.434742,2482.96382
594.8864974,3143.911708,2216.347591,1712.937558,2165.783124,2123.463374,2015.46546,,1926.554563,1490.412239,2482.878846
594.9680482,,2216.134755,1711.053767,2164.188935,2123.200637,2015.655986,2039.844035,1926.372031,1490.435596,2482.797295
595.0590184,3144.598903,2216.459692,1708.867412,2161.105444,2123.449079,2015.970515,2039.75055,,1490.428274,2482.706325
595.137869,3144.075559,2215.350093,1707.717524,2163.040424,2123.800231,2015.979341,2040.232255,1926.535663,1490.49191,2482.627474
595.2241438,3144.417786,2216.111934,1706.626409,2160.821548,2123.753991,2016.402182,2039.692726,1926.264495,1490.451013,2482.5412
595.2995385,3143.962067,2215.674286,1705.126203,2158.830917,2123.861068,2016.326545,2039.848642,1926.432961,1490.454561,2482.465805
595.3870904,3144.057941,2215.59275,1704.264518,2158.745849,,,,,1490.437064,2482.378253
595.3873761,,,,,2123.521103,2016.508819,2040.091518,,,2482.377967
595.4785471,,,,,,2016.26936,2040.378744,,,2482.286796
595.4788092,3144.7067,,1699.921891,2158.147712,,,,1926.177961,1490.559698,2482.286534
595.5615288,3144.867476,2215.063699,1696.914281,2156.331573,2123.750155,2016.899121,2040.376558,1926.494153,1490.53505,2482.203815
595.6447404,,2215.104389,1694.738215,,,,,1926.705859,,2482.120603
595.6450456,3144.691835,,,2155.814935,2123.700902,2016.382214,2040.340395,,1490.523606,2482.120298
